ite,target,bo,name,best
1,0,bo1,EP-C,1.167901602441647
2,0,bo1,EP-C,1.167901602441647
3,0,bo1,EP-C,1.167901602441647
4,0,bo1,EP-C,1.167901602441647
5,0,bo1,EP-C,1.167901602441647
6,0,bo1,EP-C,1.167901602441647
7,0,bo1,EP-C,1.0794700716769212
8,0,bo1,EP-C,1.0794700716769212
9,0,bo1,EP-C,1.0794700716769212
10,0,bo1,EP-C,1.0794700716769212
11,0,bo1,EP-C,1.0794700716769212
12,0,bo1,EP-C,1.0794700716769212
13,0,bo1,EP-C,1.0794700716769212
14,0,bo1,EP-C,1.0794700716769212
15,0,bo1,EP-C,1.0794700716769212
16,0,bo1,EP-C,1.0794700716769212
17,0,bo1,EP-C,1.0794700716769212
18,0,bo1,EP-C,1.0794700716769212
19,0,bo1,EP-C,1.078921320601915
20,0,bo1,EP-C,1.078921320601915
21,0,bo1,EP-C,1.078921320601915
22,0,bo1,EP-C,1.078921320601915
23,0,bo1,EP-C,1.078921320601915
24,0,bo1,EP-C,1.078921320601915
25,0,bo1,EP-C,1.078921320601915
26,0,bo1,EP-C,1.078921320601915
27,0,bo1,EP-C,1.078921320601915
28,0,bo1,EP-C,1.078921320601915
29,0,bo1,EP-C,1.078921320601915
30,0,bo1,EP-C,1.078921320601915
1,0,bo1,BT-A,2.9035732116111546
2,0,bo1,BT-A,1.7154981812994794
3,0,bo1,BT-A,1.7154981812994794
4,0,bo1,BT-A,1.7154981812994794
5,0,bo1,BT-A,1.7154981812994794
6,0,bo1,BT-A,1.7154981812994794
7,0,bo1,BT-A,1.292275871906426
8,0,bo1,BT-A,1.292275871906426
9,0,bo1,BT-A,1.1909278938734755
10,0,bo1,BT-A,1.1909278938734755
11,0,bo1,BT-A,1.1909278938734755
12,0,bo1,BT-A,1.1909278938734755
13,0,bo1,BT-A,1.1909278938734755
14,0,bo1,BT-A,1.1909278938734755
15,0,bo1,BT-A,1.1909278938734755
16,0,bo1,BT-A,1.1909278938734755
17,0,bo1,BT-A,1.1909278938734755
18,0,bo1,BT-A,1.1909278938734755
19,0,bo1,BT-A,1.1909278938734755
20,0,bo1,BT-A,1.1909278938734755
21,0,bo1,BT-A,1.1909278938734755
22,0,bo1,BT-A,1.1909278938734755
23,0,bo1,BT-A,1.1909278938734755
24,0,bo1,BT-A,1.1909278938734755
25,0,bo1,BT-A,1.1909278938734755
26,0,bo1,BT-A,1.1909278938734755
27,0,bo1,BT-A,1.1909278938734755
28,0,bo1,BT-A,1.1909278938734755
29,0,bo1,BT-A,1.1909278938734755
30,0,bo1,BT-A,1.1909278938734755
1,0,bo1,CG-B,1.5273846192216083
2,0,bo1,CG-B,1.5273846192216083
3,0,bo1,CG-B,1.5273846192216083
4,0,bo1,CG-B,1.5273846192216083
5,0,bo1,CG-B,1.3310471249890885
6,0,bo1,CG-B,1.3310471249890885
7,0,bo1,CG-B,1.3310471249890885
8,0,bo1,CG-B,1.3310471249890885
9,0,bo1,CG-B,1.2637889538726292
10,0,bo1,CG-B,1.2637889538726292
11,0,bo1,CG-B,1.2637889538726292
12,0,bo1,CG-B,1.2637889538726292
13,0,bo1,CG-B,1.121354017283735
14,0,bo1,CG-B,1.121354017283735
15,0,bo1,CG-B,1.121354017283735
16,0,bo1,CG-B,1.121354017283735
17,0,bo1,CG-B,1.121354017283735
18,0,bo1,CG-B,1.121354017283735
19,0,bo1,CG-B,1.121354017283735
20,0,bo1,CG-B,1.121354017283735
21,0,bo1,CG-B,1.121354017283735
22,0,bo1,CG-B,1.121354017283735
23,0,bo1,CG-B,1.121354017283735
